age,gender,region_category,joined_through_referral,referral_id,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn
18,1,1,0,6286,1,1,1,14,130.26,35285.73,349,0,1,0,1,8,0
23,1,0,1,4979,2,1,0,7,721.88,15788.89,794,1,1,0,1,2,1
38,0,0,0,6286,1,1,0,6,32.74,44063.91,794,0,1,1,2,1,1
27,1,2,0,6286,2,2,0,17,33.11,45947.78,135,0,1,1,0,0,0
61,1,2,1,1106,2,2,2,3,293.87,28163.12,801,1,0,1,2,7,0
23,0,0,1,3516,2,1,2,14,161.1,38166.92,354,1,0,0,1,3,1
53,1,1,1,6286,1,2,1,21,74.15,30131.91,801,0,1,0,1,5,0
61,1,1,0,6286,1,1,0,16,191.64,43645.31,357,0,1,1,4,1,1
36,1,2,1,6112,2,1,1,12,31.21,7332.95,350,1,0,0,1,3,0
25,1,0,0,6286,1,1,0,24,370.95,33470.9,794,1,0,0,1,0,1
35,1,1,0,6286,2,1,0,10,50.62,28003.79,357,0,1,0,1,6,0
58,0,1,0,6286,2,0,2,10,452.12,15825.83,799,0,1,1,3,2,1
10,1,1,1,2870,1,1,2,13,170.74,34922.36,800,1,0,1,0,1,1
60,0,1,1,5911,0,1,1,16,33.83,16863.84,800,1,0,1,3,7,1
21,0,1,1,6286,0,2,0,20,77.88,16122.8,801,1,0,0,1,7,0
20,0,0,0,6286,2,2,2,9,237.63,18803.23,347,1,0,1,2,7,1
16,1,0,1,4939,0,2,1,7,2014.973586308892,10114.08,802,1,0,1,3,3,1
37,0,0,0,6286,0,2,2,16,60.32,24069.86,403,0,1,1,3,2,0
47,1,1,1,6286,1,1,1,5,476.78,9996.99,380,0,1,1,4,3,1
13,1,1,0,6286,1,1,0,9,47.51,62127.31,802,0,1,0,1,6,0
20,0,1,0,6286,1,2,0,14,31.22,6503.56,375,0,1,1,3,3,1
64,1,0,0,6286,1,1,0,9,292.32,56655.02,802,0,1,1,3,6,0
20,0,0,1,2867,1,2,0,22,41.51,42751.35,376,0,1,1,3,7,0
48,1,1,0,6286,1,1,2,5,55.45,76308.32,799,0,1,0,1,5,0
59,1,0,0,6286,1,1,2,13,233.93,34691.04,350,1,1,0,1,1,0
50,0,1,0,6286,0,1,0,14,244.75,33257.81,799,1,1,1,2,3,1
51,0,0,0,6286,2,1,2,13,116.77,1183.42,346,0,1,1,4,0,0
27,1,0,1,5162,1,1,1,3,628.3,33635.22,376,0,1,1,2,7,1
62,0,1,0,6286,0,1,0,7,1188.6075437078073,24274.08,802,0,1,1,3,0,1
24,0,0,1,5729,1,1,1,5,53.46,2163.89,729,1,0,0,1,0,0
43,1,1,0,6286,1,2,1,10,31.49,48202.99,380,0,1,1,3,1,1
47,1,1,1,6180,2,1,0,14,150.96,24816.64,372,0,1,1,0,3,1
45,0,2,0,6286,0,0,1,19,402.57,5847.62,374,0,1,1,2,7,1
53,1,0,1,555,2,1,1,7,374.25,36477.32,346,1,1,0,1,3,1
52,1,1,1,4615,1,1,1,8,265.73,10954.2,410,0,1,1,0,6,0
25,1,1,1,1285,2,1,0,8,116.68,31111.86,358,1,0,1,3,3,1
18,0,2,1,6286,0,1,1,15,46.49,28296.19,410,0,1,1,3,4,0
14,1,1,1,5344,2,1,1,11,1244.611531837498,47325.54,206,1,0,0,1,2,0
44,1,0,0,6286,0,1,0,2,303.41,49321.39,355,0,1,0,1,1,1
23,1,0,0,6286,0,2,2,24,64.79,5149.34,357,1,0,1,4,2,0
42,1,1,1,553,1,2,0,6,822.07,38818.59,354,1,1,0,1,3,1
33,0,0,0,6286,1,0,0,19,284.46,77258.19,799,0,1,1,3,6,0
63,1,1,1,6286,1,1,0,16,33.69,23228.79,802,1,0,0,1,7,0
48,1,1,0,6286,2,0,2,14,475.09,6081.29,743,1,1,1,3,7,0
22,0,1,0,6286,0,2,2,22,1010.6250169246088,19648.43,802,1,0,0,1,1,1
31,1,0,0,6286,1,2,2,9,195.94,29378.52,802,0,1,0,1,3,1
52,0,0,1,3623,1,2,0,10,277.34,14062.64,802,1,0,1,2,3,0
12,0,0,1,6286,2,2,0,15,182.99,38780.78,355,1,0,1,3,7,0
12,1,1,0,6286,1,2,2,18,55.98,25496.87,802,1,0,0,1,7,0
29,1,1,1,3423,0,1,1,21,182.43,31056.89,374,1,0,1,2,2,1
26,0,2,0,6286,1,2,1,11,178.64,68448.53,433,1,0,0,1,6,0
63,0,1,0,6286,1,2,2,13,34.22,48110.13,357,1,0,0,1,0,0
28,0,1,0,6286,0,1,2,9,33.2,27605.5,372,0,1,1,4,7,1
50,1,2,0,6286,2,2,1,13,148.13,45699.61,800,1,0,0,1,1,1
45,0,1,1,1894,1,2,2,3,161.76,919.9,353,1,0,1,4,0,1
24,0,1,1,5105,2,2,1,11,249.26,6298.21,802,0,1,0,1,1,0
38,0,1,0,6286,0,1,2,11,988.7003826444812,25575.15,374,0,1,0,1,0,1
50,0,1,0,6286,2,1,1,13,81.41,39571.25,347,1,0,0,1,3,1
53,1,0,0,6286,2,2,1,10,57.24,11434.81,794,0,1,0,1,3,1
52,1,0,0,6286,2,2,2,22,68.43,25141.33,387,1,0,1,4,2,0
45,1,1,0,6286,0,2,2,5,35.94,16704.42,349,0,1,1,2,6,0
35,1,1,0,6286,2,1,2,18,132.96,6833.19,382,0,1,0,1,0,1
56,0,1,1,4383,0,2,1,15,50.61,22756.26,380,0,1,0,1,2,0
36,0,0,0,6286,0,2,0,18,848.7495566455107,3999.04,794,1,0,1,0,7,1
51,1,0,1,570,0,1,1,14,191.84,6651.25,351,0,1,1,3,1,1
48,1,0,0,6286,1,1,1,16,277.42,47575.18,403,0,1,1,0,3,1
29,1,1,0,6286,1,1,1,7,164.49,46948.4,350,1,0,0,1,1,0
11,1,0,0,6286,0,1,0,11,95.12,29934.92,354,0,1,0,1,3,1
11,0,2,0,6286,2,0,2,9,267.86,48313.69,357,1,1,1,0,7,1
52,1,1,0,6286,2,1,2,19,135.73,7898.69,802,1,0,1,2,5,0
13,0,1,0,6286,1,1,2,6,2092.918646139732,74742.57,358,1,0,1,3,8,0
18,1,1,0,6286,1,1,0,16,30.41,26902.04,349,1,0,0,1,5,0
59,0,2,0,6286,1,1,0,12,37.24,45746.77,354,0,1,0,1,0,1
28,1,1,0,6286,0,2,1,18,30.79,35953.7,729,1,0,1,3,2,1
15,1,0,0,6286,0,2,0,12,141.3,2214.71,346,1,0,0,1,8,0
17,0,1,0,6286,1,2,0,10,97.49,5387.43,347,0,1,0,1,3,1
51,0,0,0,6286,2,1,1,13,31.56,65008.72,351,0,1,1,4,5,0
23,0,1,0,6286,2,2,2,18,1167.6565852642154,32242.89,374,1,0,1,3,0,1
14,1,0,1,4155,2,1,1,12,102.31,34786.48,387,1,0,0,1,1,0
54,0,1,0,6286,1,2,0,15,243.17,25832.12,380,1,0,0,1,1,0
41,0,0,0,6286,0,0,0,8,458.24,44883.28,358,0,1,0,1,0,0
46,0,0,0,6286,2,2,2,17,34.04,25674.31,377,0,1,1,2,3,1
60,1,1,0,6286,1,2,1,19,95.2,48856.35,350,1,0,1,2,5,0
54,0,1,1,3653,2,1,2,18,82.9,47239.44,349,1,0,1,3,7,1
17,1,1,1,1067,2,2,0,23,33.09,43926.65,372,0,1,1,0,1,1
22,1,2,1,5011,1,1,0,4,182.38,17286.85,354,1,0,1,4,0,1
34,1,1,1,6236,1,1,0,19,34.69,13603.58,648,1,0,0,1,1,0
45,0,1,0,6286,1,1,1,11,136.59,32871.53,374,1,0,0,1,3,1
54,1,0,0,6286,1,1,1,16,218.01,16113.94,799,0,1,1,2,0,1
24,1,1,1,1410,1,1,2,7,574.9,2731.06,347,1,0,1,4,4,0
17,0,0,0,6286,0,1,2,10,145.09,35451.4,346,1,0,0,1,3,1
49,1,0,0,6286,1,1,0,22,179.02,12236.52,403,1,0,1,3,1,1
40,1,2,0,6286,0,2,1,7,1277.623024980528,18763.11,353,1,0,1,3,7,1
24,0,1,0,6286,2,2,1,8,209.07,20373.18,376,0,1,0,1,7,1
53,0,2,0,6286,1,1,0,9,159.58,49660.18,729,0,1,0,1,8,0
22,1,0,1,6286,0,1,0,5,32.86,41266.63,403,1,0,1,4,2,0
22,1,1,1,3189,2,1,1,9,30.54,29490.12,729,0,1,1,4,0,1
45,1,0,1,5111,2,1,2,16,33.21,27041.29,753,1,0,1,3,0,1
43,1,1,1,827,0,1,0,4,566.21,20220.15,802,1,0,1,0,0,0
17,0,1,1,2896,2,2,2,20,82.98,32900.4,35,1,0,0,1,7,1
13,0,2,0,6286,2,0,2,13,297.51,49176.93,346,0,1,0,1,6,0
35,1,1,0,6286,2,1,2,14,94.0,9741.67,800,1,0,0,1,7,0
21,0,1,1,5816,2,1,0,11,97.58,1578.25,346,1,0,1,2,2,0
48,0,1,0,6286,1,2,1,9,82.08,15001.15,374,0,1,0,1,3,1
24,0,1,1,5626,2,0,2,1,1199.63,8189.99,346,1,0,1,2,2,1
47,1,0,1,1768,0,2,0,14,51.45,20239.64,351,1,0,1,4,7,1
19,0,2,0,6286,1,1,2,3,281.08,37718.91,350,1,0,1,2,1,0
52,0,0,0,6286,1,2,0,8,127.27,11070.19,376,0,1,0,1,0,1
13,1,2,1,2476,1,1,0,12,93.2,23398.21,380,0,1,0,1,2,1
43,1,2,0,6286,0,1,2,11,199.95,22178.71,391,0,1,0,1,1,0
15,0,1,1,3843,0,2,0,11,37.67,38506.64,802,1,0,1,3,0,1
61,1,0,1,2366,1,1,2,8,598.21,5684.37,353,1,1,1,2,2,1
29,1,2,1,3709,1,1,0,7,501.22,24223.81,357,0,1,1,0,2,1
40,1,1,1,6286,0,0,0,5,524.26,15205.93,350,0,1,1,2,2,0
44,0,1,0,6286,2,1,0,19,30.72,23940.16,349,1,0,0,1,3,1
12,0,1,0,6286,0,1,1,13,273.7,16661.44,355,0,1,0,1,5,0
40,1,2,0,6286,2,1,1,9,221.1,85137.22,351,1,0,1,3,6,0
25,1,0,1,4473,0,1,1,19,593.49,30318.24,729,0,1,0,1,1,0
57,0,0,0,6286,0,1,0,14,80.46,44891.79,358,0,1,1,2,3,1
52,1,1,0,6286,1,2,1,2,30.48,48726.52,354,1,0,0,1,1,0
26,0,1,0,6286,1,1,1,19,34.71,47027.82,374,1,0,1,4,2,0
49,1,1,0,6286,0,2,0,14,79.45,6832.54,802,0,1,1,0,7,1
16,0,0,1,5097,2,2,2,12,621.37,18949.15,372,1,0,0,1,0,0
12,0,0,0,6286,0,1,0,9,286.19,98477.5,347,1,0,1,3,6,0
59,1,1,0,6286,2,2,0,12,85.58,5711.01,351,1,0,0,1,2,1
45,0,1,1,1778,1,0,2,11,500.87,2302.93,351,1,0,0,1,5,0
38,0,2,1,1792,0,2,1,5,623.75,10407.43,755,1,1,1,2,3,1
44,0,0,1,5940,0,1,0,2,42.89,8318.9,800,1,0,0,1,7,1
29,1,2,0,6286,0,1,1,6,497.66,24636.53,500,1,0,1,4,1,0
64,0,0,1,4248,1,1,0,11,145.78,36666.54,354,0,1,0,1,7,1
53,1,1,1,2873,1,2,2,15,30.53,39664.56,347,0,1,1,4,7,1
16,1,2,1,4601,2,1,0,11,762.24,9080.37,477,1,0,0,1,1,1
13,1,1,0,6286,0,2,0,12,114.0,29748.48,126,1,0,1,0,7,1
22,0,1,1,4366,2,2,0,1,48.12,25253.38,403,0,1,1,4,7,1
64,0,1,1,4451,0,1,2,8,181.78,13093.99,374,0,1,0,1,1,1
49,1,0,1,3634,2,2,2,6,335.46,43605.94,354,1,0,0,1,7,0
52,0,1,1,4786,0,2,0,16,2434.166855772078,7603.19,802,1,0,0,1,2,1
48,0,2,0,6286,1,2,2,11,33.53,47615.31,374,1,0,0,1,2,1
26,1,1,0,6286,0,2,2,20,34.34,29690.06,349,1,0,1,0,0,0
45,0,0,0,6286,1,1,1,17,47.38,1656.48,350,1,0,0,1,1,0
32,0,0,0,6286,2,1,1,14,172.47,50838.04,582,1,0,1,0,4,0
11,1,1,0,6286,2,2,1,9,151.61,77618.58,358,1,0,1,0,5,0
21,1,1,0,6286,1,1,1,4,122.08,38175.45,355,0,1,0,1,1,1
44,0,1,1,6105,2,1,0,8,439.15,44746.5,802,1,0,0,1,7,0
41,1,0,0,6286,2,2,1,6,155.78,44041.75,349,1,0,0,1,2,0
22,0,1,1,1853,1,2,2,10,523.78,76654.95,350,1,0,1,0,6,0
56,0,1,0,6286,0,2,2,10,247.46,2775.17,353,0,1,0,1,3,0
36,0,1,1,3437,0,1,0,6,638.05,45153.21,377,1,0,1,2,3,0
41,0,1,0,6286,0,1,2,11,885.5484672729049,42479.98,350,0,1,1,3,1,1
15,1,0,1,1272,0,0,0,4,371.12,9761.31,350,1,0,1,3,0,1
58,1,1,1,111,2,2,1,7,137.59,1781.46,346,0,1,1,4,0,1
22,1,0,1,5711,0,2,0,15,167.84,29187.72,349,0,1,1,3,0,1
35,1,1,0,6286,0,1,2,12,380.98,37377.0,375,1,0,0,1,0,0
37,0,1,0,6286,2,1,2,23,31.76,26486.51,387,0,1,1,3,1,0
30,0,1,1,1581,1,2,2,4,391.04,21893.13,353,0,1,0,1,1,1
17,1,0,1,2827,2,2,0,6,181.39,30719.84,355,1,0,1,0,7,0
34,0,1,1,2717,2,2,1,9,1167.8913980631198,21189.49,802,1,0,0,1,1,1
16,0,0,0,6286,0,2,1,1,242.8,31530.75,372,1,0,0,1,3,0
39,1,2,0,6286,0,2,2,10,135.81,3771.47,351,0,1,1,3,0,1
30,0,1,1,5229,2,1,0,6,1249.3,39636.88,350,0,1,0,1,0,1
12,0,1,0,6286,2,1,0,15,34.49,19719.97,350,1,0,1,2,2,0
29,0,1,1,4480,1,2,0,20,54.14,43800.94,355,0,1,1,4,0,1
54,0,1,1,5367,1,0,2,19,535.28,38951.45,391,0,1,1,2,0,1
45,1,1,1,6286,0,2,1,8,148.82,24815.07,351,0,1,1,4,7,0
43,0,0,0,6286,0,1,1,11,34.52,30101.01,376,1,0,0,1,7,1
20,0,2,1,5019,2,0,2,5,545.64,35686.69,802,1,1,0,1,7,1
43,0,0,0,6286,1,1,1,13,452.34,43512.69,802,0,1,1,4,2,0
54,1,1,1,5397,2,1,2,11,205.7,8466.51,350,1,0,1,2,2,0
34,1,0,1,2805,2,2,1,7,136.35,40991.6,351,1,0,0,1,0,0
61,1,1,1,3805,2,1,1,9,1008.72,2746.98,382,0,1,1,3,3,1
17,1,2,1,4905,1,1,1,2,32.73,8662.09,355,0,1,1,3,3,0
33,1,0,1,4213,0,1,2,16,263.65,87419.91,357,1,0,0,1,8,0
33,1,0,0,6286,0,1,2,14,153.98,53344.11,357,0,1,0,1,4,0
44,1,1,0,6286,0,1,1,18,96.99,18519.31,801,0,1,1,0,0,0
24,1,2,1,6286,2,2,1,21,32.77,10753.3,347,1,0,1,3,7,0
44,1,0,0,6286,0,2,2,13,86.13,41318.2,354,0,1,0,1,3,1
44,0,1,1,5206,2,1,1,14,92.75,40514.63,403,1,0,1,4,7,0
45,0,1,0,6286,2,1,1,7,85.23,11565.58,372,0,1,0,1,7,1
30,1,0,1,3552,0,1,2,12,1523.5710955158083,25686.96,353,0,1,0,1,7,0
17,0,1,0,6286,1,1,1,19,41.93,32084.79,350,1,0,0,1,8,0
25,1,1,0,6286,1,2,0,20,34.49,24507.78,387,0,1,0,1,1,1
34,0,2,1,5821,0,0,0,17,2079.63,19328.52,382,1,1,1,3,3,1
44,0,1,1,3383,1,0,1,6,245.81,4813.87,377,1,0,0,1,2,1
28,0,0,0,6286,1,2,1,13,379.8,29967.55,380,0,1,0,1,2,0
23,1,1,1,397,0,2,0,6,1215.53,3491.93,802,0,1,0,1,5,0
10,1,1,1,3521,1,2,1,15,74.44,20362.23,372,1,0,1,2,7,1
32,0,2,0,6286,1,2,1,6,291.64,48428.3,403,1,1,0,1,7,0
38,0,1,0,6286,0,1,0,12,63.98,17232.29,769,0,1,1,4,0,1
52,0,0,1,1321,0,2,0,11,172.52,35228.6,380,1,0,1,2,0,1
19,0,1,0,6286,2,1,1,16,259.16,39852.39,351,1,0,0,1,2,0
63,0,1,0,6286,0,1,0,15,920.5146668375144,1790.24,374,1,0,1,4,7,1
18,0,1,0,6286,1,1,0,11,319.7,20701.23,403,1,0,1,2,0,1
42,1,1,0,6286,2,1,0,15,32.55,14637.16,358,1,0,0,1,2,1
43,1,0,1,6286,2,1,1,8,33.43,11648.76,802,1,0,1,2,0,0
30,1,0,1,4428,1,0,1,6,1361.64,57226.36,358,1,0,0,1,4,0
51,1,1,0,6286,0,1,2,8,179.68,23371.0,802,0,1,0,1,3,1
58,1,0,0,6286,0,2,1,12,277.34,8308.73,353,0,1,1,4,1,1
51,1,2,1,4017,1,1,2,8,72.24,32636.68,377,1,0,0,1,2,0
63,0,1,0,6286,2,2,1,19,260.05,46358.4,729,1,0,0,1,7,1
62,1,1,1,5433,1,1,1,11,389.27,79528.11,360,1,0,0,1,4,0
31,1,0,0,6286,0,2,2,12,33.82,62563.07,353,0,1,1,4,5,0
43,1,1,1,2040,2,1,1,7,120.06,24297.1,801,1,0,0,1,2,0
63,0,1,1,6286,1,1,0,13,153.35,34907.09,357,0,1,0,1,0,0
51,1,0,0,6286,1,0,0,24,315.29,37085.64,358,0,1,0,1,7,1
55,0,0,0,6286,2,2,0,10,161.64,48073.78,387,0,1,1,2,7,0
59,1,0,1,6286,0,2,0,14,94.32,40025.27,372,1,0,0,1,7,0
28,1,1,0,6286,0,2,2,15,199.5,24039.24,802,0,1,0,1,3,0
49,0,1,1,3746,0,1,1,14,34.65,30583.32,391,1,0,1,4,0,1
42,0,0,1,2730,0,2,1,17,153.68,39399.0,391,0,1,0,1,7,1
39,0,1,0,6286,2,1,2,16,230.39,17226.35,800,0,1,1,0,3,1
51,0,0,0,6286,1,1,1,4,337.66,46895.48,377,0,1,0,1,3,1
47,1,1,1,4252,2,1,2,21,42.81,22854.97,802,1,0,0,1,7,0
54,1,0,0,6286,1,0,1,21,403.69,17794.68,801,1,0,1,2,2,1
59,1,1,0,6286,1,2,1,14,197.01,30754.63,794,1,0,1,4,6,0
46,1,0,0,6286,2,2,1,11,58.03,26111.69,800,1,0,0,1,0,1
47,1,2,1,4453,0,2,1,14,270.0,39226.83,354,1,0,0,1,1,0
58,1,0,0,6286,1,2,1,5,332.83,21423.38,354,0,1,1,4,1,0
14,1,0,1,3826,0,1,1,16,196.59,16023.28,729,1,0,0,1,7,0
36,0,0,0,6286,2,1,2,14,31.04,31670.01,377,0,1,1,0,3,1
36,0,0,0,6286,2,1,0,11,177.1,20782.83,376,0,1,1,2,1,1
35,1,1,1,5124,1,2,2,11,388.04,17370.05,802,1,0,1,4,8,0
50,0,1,1,5632,1,2,2,13,887.52,33000.24,358,1,1,0,1,2,0
38,0,2,1,3469,2,2,1,15,412.78,34475.19,357,1,1,0,1,3,1
61,0,0,0,6286,2,1,1,21,76.33,31103.11,346,0,1,0,1,1,1
61,0,2,0,6286,0,1,0,23,167.33,16718.36,377,1,0,1,4,7,1
49,1,1,1,3693,2,1,1,19,33.8,48514.7,372,0,1,0,1,7,1
46,0,0,0,6286,0,2,1,22,949.0142164770914,40474.18,391,0,1,0,1,2,1
56,1,2,1,2075,0,1,2,17,130.73,32062.44,354,0,1,0,1,0,1
31,0,1,0,6286,1,2,0,11,157.68,24054.89,375,1,0,1,0,1,0
29,0,0,1,4328,0,2,0,15,678.13,62301.99,347,1,1,0,1,6,0
33,1,0,0,6286,0,2,2,6,66.91,30009.58,391,0,1,0,1,2,1
12,0,0,0,6286,1,1,2,10,238.72,30187.34,349,0,1,1,3,3,1
51,0,0,1,1690,0,2,0,14,30.56,36312.55,357,1,0,0,1,3,0
30,0,1,1,938,0,1,1,11,138.76,11798.6,374,0,1,1,4,2,1
61,1,0,0,6286,1,1,1,9,111.24,86508.52,801,0,1,0,1,8,0
61,1,2,0,6286,1,1,2,9,114.81,28636.11,355,1,0,1,3,3,1
24,1,0,1,5187,1,1,2,11,1253.84,18500.19,377,0,1,1,0,2,0
26,1,0,0,6286,1,0,1,16,349.42,45392.09,350,0,1,1,2,1,0
31,0,1,0,6286,1,2,2,12,114.6,29550.11,354,0,1,0,1,7,1
13,1,1,0,6286,2,1,2,9,391.08,42025.92,355,1,0,0,1,0,1
38,1,2,0,6286,2,1,2,19,121.96,87080.63,794,0,1,0,1,6,0
17,0,0,1,2372,0,2,2,23,139.43,33911.86,794,0,1,0,1,1,0
22,0,0,1,5140,1,1,1,20,35.06,36672.54,391,0,1,0,1,3,1
54,1,1,1,1382,1,2,1,19,304.23,4266.67,346,1,1,1,2,0,0
55,0,1,0,6286,0,1,1,12,492.8,25863.15,355,0,1,1,4,0,1
48,1,2,1,3689,1,1,1,12,135.37,91369.6,729,0,1,1,4,5,0
34,0,0,0,6286,2,2,1,11,1150.1650942926378,44225.08,372,0,1,1,2,3,1
61,1,0,1,6286,1,2,2,8,57.8,15435.2,372,1,0,1,0,7,1
13,1,1,1,6286,2,1,0,15,681.95,47232.33,351,1,1,0,1,7,1
20,0,1,1,4036,0,1,1,17,71.66,35383.03,347,1,0,1,3,7,1
59,0,1,1,449,1,1,1,10,182.14,25624.61,387,0,1,1,3,7,1
59,1,0,0,6286,2,1,1,14,37.29,30411.08,382,0,1,0,1,7,1
17,1,2,0,6286,0,1,2,20,52.57,83987.62,349,0,1,1,2,5,0
41,0,1,1,4629,1,2,2,23,36.24,24832.18,350,0,1,0,1,2,1
42,0,2,1,4361,2,1,1,10,551.79,28573.36,800,1,0,0,1,3,0
43,0,1,1,2247,1,2,2,14,90.9,42660.21,336,1,0,0,1,6,0
48,1,1,1,6286,0,2,2,17,213.86,43641.43,372,1,0,0,1,3,1
35,0,0,1,1906,2,2,0,15,985.0,50362.24,802,1,0,0,1,6,0
40,1,0,1,673,0,2,0,20,494.7,41975.21,802,0,1,1,4,3,1
55,0,1,0,6286,2,1,2,18,147.12,26287.02,794,1,0,1,3,3,1
50,0,0,0,6286,0,1,0,7,996.488772576496,55957.63,802,0,1,0,1,8,0
21,0,0,1,2660,0,2,2,4,185.08,40096.11,801,1,0,0,1,3,1
48,0,2,0,6286,2,2,0,18,303.86,61716.25,120,1,1,1,2,6,0
35,0,0,1,3764,2,1,1,4,232.41,28089.8,350,1,0,0,1,7,1
49,1,0,1,5584,0,0,0,7,402.18,40085.01,387,1,0,1,4,7,1
48,0,0,1,1513,0,0,1,6,595.94,36704.41,387,0,1,1,0,1,1
62,1,1,0,6286,1,2,2,17,243.63,21873.99,354,0,1,1,3,0,1
47,0,1,1,4887,1,2,2,2,137.53,44239.78,403,0,1,0,1,1,1
40,0,2,0,6286,0,2,2,13,105.06,17542.87,354,1,0,1,0,0,0
62,1,1,0,6286,0,2,2,15,99.67,45724.45,801,0,1,0,1,1,1
25,1,1,0,6286,0,1,0,12,86.26,26316.58,353,1,0,0,1,2,1
16,1,0,1,5373,0,2,0,5,75.82,30879.18,349,0,1,1,3,1,0
45,1,1,0,6286,1,2,1,16,152.31,18666.39,801,0,1,1,2,7,1
38,1,2,0,6286,1,1,1,19,368.99,47081.61,350,1,1,0,1,7,1
60,1,1,0,6286,1,2,1,2,270.83,3135.7,802,1,0,0,1,2,1
27,0,0,0,6286,1,2,1,14,31.34,32766.83,391,0,1,1,2,2,1
42,1,0,1,2463,0,0,0,5,502.94,47301.17,380,0,1,1,4,3,0
21,1,0,0,6286,2,1,2,11,78.83,10484.47,349,0,1,0,1,7,0
35,1,2,1,1658,1,2,2,24,49.64,45525.65,800,0,1,0,1,7,1
27,1,0,0,6286,0,1,0,4,267.95,42223.29,360,0,1,0,1,5,0
27,0,2,1,4946,0,1,2,18,263.53,62192.59,800,0,1,1,4,5,0
64,0,2,0,6286,2,1,0,8,231.76,49837.58,355,1,0,0,1,1,0
32,0,2,1,6274,2,1,0,19,42.2,37891.74,391,0,1,1,0,7,1
63,0,2,0,6286,0,1,0,13,245.03,13767.34,380,0,1,1,0,7,1
58,1,0,0,6286,2,1,2,16,72.61,3864.1,802,1,0,1,4,6,0
56,0,2,0,6286,0,2,0,5,36.39,36272.41,347,0,1,1,0,2,1
54,0,0,0,6286,2,2,0,13,33.55,18638.75,374,1,0,0,1,2,0
45,1,1,1,1312,2,1,2,10,158.11,36732.11,351,1,0,0,1,0,1
32,1,0,0,6286,1,1,1,23,179.35,18123.27,375,0,1,1,0,7,1
47,0,0,0,6286,0,2,0,18,496.39,37584.52,801,0,1,0,1,3,0
21,1,0,0,6286,0,1,0,20,368.91,18709.09,353,1,0,0,1,3,1
63,1,0,0,6286,2,1,2,9,261.66,7210.57,387,1,0,0,1,3,1
28,1,1,0,6286,1,2,0,15,31.37,26025.63,794,0,1,1,2,3,1
59,0,0,1,148,1,2,2,16,617.63,26176.19,802,1,1,1,2,3,1
35,0,1,0,6286,1,2,1,11,157.32,30382.52,382,1,0,0,1,7,1
23,1,1,0,6286,1,0,2,5,269.6,22779.94,802,0,1,0,1,2,1
18,1,0,0,6286,1,1,1,5,190.66,17012.74,410,1,0,0,1,4,0
34,0,0,1,6286,0,2,2,5,164.57,19284.33,391,0,1,0,1,7,1
39,0,0,1,2072,2,1,2,24,31.46,44567.11,355,0,1,1,3,2,1
60,1,0,0,6286,2,2,0,16,33.68,16460.94,346,0,1,0,1,3,0
20,1,0,0,6286,0,1,0,11,344.57,30683.56,374,1,0,1,2,2,1
47,1,0,1,5852,1,0,2,11,203.3,32719.84,372,1,0,1,0,7,1
27,1,1,1,951,2,1,2,12,120.77,46214.04,351,0,1,1,3,2,1
19,1,1,1,3916,0,2,0,6,1604.83845230035,20110.89,387,1,1,1,2,0,1
47,1,2,0,6286,2,2,0,15,1051.7472716519164,11287.45,372,1,0,1,2,7,1
41,1,0,0,6286,2,2,2,12,70.83,59204.72,799,0,1,0,1,5,0
35,1,1,1,2093,0,2,2,8,194.53,21407.75,375,0,1,1,2,2,1
32,1,0,1,5165,1,1,1,9,36.49,4845.92,358,1,0,0,1,2,1
19,0,1,0,6286,0,1,0,15,201.05,99662.86,347,1,0,1,0,4,0
54,0,1,0,6286,2,1,1,25,220.43,30273.12,357,1,1,0,1,3,1
28,1,2,0,6286,0,2,0,9,134.53,42594.77,353,1,0,0,1,3,0
50,0,1,1,6286,1,0,1,7,685.66,10152.41,116,1,0,1,0,7,1
54,1,1,1,5375,1,1,1,17,34.36,98123.61,349,1,0,0,1,5,0
15,1,1,0,6286,2,2,0,17,44.12,18437.57,372,0,1,0,1,2,0
12,0,0,1,3089,1,2,1,13,285.13,28529.21,801,1,0,0,1,7,1
54,1,1,0,6286,1,1,1,17,394.39,30014.56,799,1,1,0,1,7,0
58,1,0,0,6286,2,2,2,7,337.9,43499.42,794,0,1,1,0,7,1
15,0,1,1,564,0,2,0,5,34.91,13105.84,351,0,1,0,1,7,1
45,0,0,0,6286,2,1,2,12,189.42,17157.82,358,1,0,0,1,3,0
19,0,1,1,5081,1,2,2,6,92.22,15471.59,802,0,1,1,3,3,0
36,0,1,0,6286,1,0,0,11,225.08,11801.41,372,0,1,1,0,1,1
15,0,0,1,3058,1,2,1,19,48.95,8289.94,403,0,1,1,0,3,0
28,1,1,1,3673,0,1,1,14,248.35,2124.5,347,0,1,1,4,2,0
37,0,1,1,3814,0,1,2,5,85.33,80259.86,347,0,1,0,1,8,0
64,0,0,1,2363,2,0,0,2,673.79,42654.4,347,1,1,1,0,8,0
38,1,1,1,5360,0,1,1,12,959.31,9356.33,802,1,0,0,1,7,1
33,0,0,1,4700,0,2,0,12,112.76,31326.18,387,1,0,0,1,3,0
63,1,1,1,6286,0,2,0,14,58.38,27471.68,802,1,0,1,3,0,1
