age,gender,region_category,membership_category,joined_through_referral,referral_id,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn
57,F,Town,No Membership,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,5,122.79,49491.95,39.2541090305892,Yes,No,Yes,Unsolved,Too many ads,1
61,F,Town,Platinum Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,14,64.27,35942.6,19.0,Yes,No,No,Not Applicable,Reasonable Price,0
39,F,Town,Basic Membership,Yes,CID60413,Credit/Debit Card Offers,Desktop,Mobile_Data,22,1308.3871914424851,24470.77,10.0,No,Yes,No,Not Applicable,Poor Product Quality,1
15,F,City,Silver Membership,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,16,97.16,18998.03,15.0,No,Yes,No,Not Applicable,Too many ads,0
37,M,City,Silver Membership,Yes,CID48048,Credit/Debit Card Offers,Desktop,Fiber_Optic,11,34.28,39705.07,10.0,No,Yes,No,Not Applicable,Poor Product Quality,1
64,F,Town,Gold Membership,Yes,CID57748,Without Offers,Smartphone,Fiber_Optic,11,539.94,43723.0,16.0,No,Yes,No,Not Applicable,No reason specified,0
53,M,Village,Basic Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,11,30.58,11717.23,Error,No,Yes,Yes,Unsolved,No reason specified,1
51,M,City,Gold Membership,Yes,CID10184,Credit/Debit Card Offers,Smartphone,Mobile_Data,3,142.03,19950.65,6.0,Yes,No,No,Not Applicable,No reason specified,0
58,F,City,Platinum Membership,Yes,CID59129,Without Offers,Smartphone,Mobile_Data,23,75.51,14804.89,19.0,Yes,No,No,Not Applicable,Poor Website,0
36,M,Town,Platinum Membership,Yes,CID32354,Without Offers,Both,Mobile_Data,11,238.24,35147.24,6.0,Yes,No,No,Not Applicable,Poor Website,0
30,F,City,Silver Membership,Yes,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,18,53.17,22868.9,23.0,No,Yes,No,Not Applicable,Too many ads,1
22,F,Town,Platinum Membership,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,13,185.48,11568.58,14.0,Yes,No,Yes,Unsolved,No reason specified,0
24,M,Town,Gold Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,8,176.61,35689.68,9.0,No,Yes,Yes,Solved,Poor Product Quality,1
57,F,City,Basic Membership,Yes,CID5968,Without Offers,Smartphone,Wi-Fi,8,60.61,44498.48,Error,No,Yes,Yes,Solved,Poor Product Quality,1
62,M,Town,Basic Membership,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,9,1210.486977997345,20905.46,Error,No,Yes,No,Not Applicable,Too many ads,1
21,F,City,Gold Membership,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,22,158.44,22197.25,22.0,No,Yes,Yes,No Information Available,Poor Customer Service,1
44,F,Town,Silver Membership,Yes,CID33578,Gift Vouchers/Coupons,Both,Fiber_Optic,16,552.0,93700.95,5.0,Yes,No,Yes,No Information Available,User Friendly Website,0
31,F,City,Premium Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,12,95.48,70200.12,19.0,No,Yes,No,Not Applicable,User Friendly Website,0
23,M,Village,Silver Membership,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,20,376.78,30301.77,5.0,Yes,No,No,Not Applicable,Poor Product Quality,0
31,F,City,Gold Membership,Yes,CID21919,Credit/Debit Card Offers,Smartphone,Mobile_Data,6,453.54,75299.67,12.0,No,Yes,No,Not Applicable,Products always in Stock,0
15,M,Town,Platinum Membership,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,14,190.36,29009.27,21.0,No,Yes,No,Not Applicable,Poor Customer Service,0
18,M,Town,Gold Membership,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,12,190.7,85539.05,11.0,Yes,No,No,Not Applicable,User Friendly Website,0
60,F,Town,No Membership,Yes,CID42333,Gift Vouchers/Coupons,Smartphone,Mobile_Data,10,108.93,3185.86,27.0,Yes,No,Yes,Unsolved,No reason specified,1
58,M,Town,Premium Membership,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,13,446.84,15511.23,9.0,No,Yes,Yes,No Information Available,Poor Website,0
33,F,City,Premium Membership,Yes,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,3,33.24,9330.0,28.0,No,Yes,Yes,Solved,Poor Website,0
61,M,Town,Gold Membership,Yes,CID34077,Without Offers,Desktop,Fiber_Optic,6,52.73,4967.47,26.0,Yes,No,Yes,Unsolved,No reason specified,0
37,M,City,Gold Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,18,177.22,2102.02,19.0,No,Yes,Yes,Solved,Poor Customer Service,1
48,F,Town,Basic Membership,Yes,CID289,Gift Vouchers/Coupons,Smartphone,Wi-Fi,15,169.22,18874.81,12.0,No,Yes,No,Not Applicable,Too many ads,1
11,F,City,Basic Membership,Yes,CID2239,Gift Vouchers/Coupons,Desktop,Wi-Fi,19,259.11,20983.16,12.0,Yes,Yes,Yes,No Information Available,Too many ads,1
24,F,Town,No Membership,Yes,CID28503,Without Offers,Smartphone,Wi-Fi,11,47.18,30624.88,29.0,Yes,No,No,Not Applicable,No reason specified,1
30,F,Village,No Membership,Yes,CID40368,Gift Vouchers/Coupons,Desktop,Mobile_Data,2,384.52,18744.46,Error,Yes,No,No,Not Applicable,No reason specified,1
57,M,Village,No Membership,Yes,CID16544,Credit/Debit Card Offers,Smartphone,Fiber_Optic,14,95.42,37060.04,29.0,No,Yes,No,Not Applicable,No reason specified,1
37,M,Town,No Membership,Yes,CID24418,Credit/Debit Card Offers,Desktop,Mobile_Data,5,281.63,39103.09,10.0,Yes,No,No,Not Applicable,Too many ads,1
53,F,City,Gold Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,20,253.75,13134.94,17.0,Yes,No,No,Not Applicable,Poor Website,1
50,F,Town,Silver Membership,Yes,CID53245,Gift Vouchers/Coupons,Desktop,Wi-Fi,16,32.5,13052.71,Error,No,Yes,Yes,No Information Available,Poor Website,1
11,M,Town,Gold Membership,Yes,CID30220,Gift Vouchers/Coupons,Desktop,Mobile_Data,16,53.78,45556.69,7.0,Yes,No,No,Not Applicable,Poor Customer Service,0
17,F,Town,Silver Membership,Yes,CID55221,Gift Vouchers/Coupons,Both,Mobile_Data,18,251.47,8458.15,Error,Yes,Yes,No,Not Applicable,Poor Customer Service,1
56,F,Village,Premium Membership,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,15,327.64,35214.28,20.0,Yes,No,No,Not Applicable,Too many ads,0
14,F,Town,Basic Membership,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,24,245.44,32370.11,22.0,No,Yes,Yes,Unsolved,No reason specified,1
47,F,Town,Basic Membership,Yes,CID13996,Gift Vouchers/Coupons,Smartphone,Mobile_Data,18,322.32,42941.01,22.0,Yes,No,Yes,No Information Available,Poor Product Quality,1
18,F,City,Gold Membership,No,xxxxxxxx,Credit/Debit Card Offers,Both,Fiber_Optic,5,278.82,59675.42,2.0,Yes,Yes,No,Not Applicable,Quality Customer Care,0
44,M,Town,Silver Membership,Yes,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,3,862.65,15977.08,16.0,No,Yes,No,Not Applicable,No reason specified,1
49,M,Town,Gold Membership,Yes,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,13,100.64,21586.73,23.0,Yes,No,No,Not Applicable,Poor Product Quality,1
37,F,Town,No Membership,Yes,CID2944,Credit/Debit Card Offers,Smartphone,Mobile_Data,17,801.99,47587.57,28.0,No,Yes,No,Not Applicable,Poor Customer Service,1
37,F,City,Premium Membership,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,5,455.72,27873.52,7.0,Yes,Yes,Yes,Solved,Poor Customer Service,0
46,F,Town,No Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,13,34.87,47388.25,16.0,No,Yes,No,Not Applicable,Poor Customer Service,1
57,F,Village,Gold Membership,Yes,CID24295,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,16,34.58,41825.61,24.0,No,Yes,No,Not Applicable,Too many ads,1
56,M,Town,Silver Membership,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,16,32.92,4302.44,16.0,Yes,No,Yes,Solved,Poor Website,1
20,F,Town,Platinum Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,21,1111.2406163649316,11531.19,23.0,Yes,No,Yes,No Information Available,Too many ads,0
26,M,City,Premium Membership,Yes,CID40208,Without Offers,Smartphone,Mobile_Data,21,279.93,41433.09,16.0,Yes,No,Yes,Solved,Poor Customer Service,0
14,F,Town,No Membership,Yes,CID58775,Without Offers,Smartphone,Mobile_Data,9,311.12,9349.54,9.0,No,Yes,No,Not Applicable,No reason specified,1
26,M,Town,Premium Membership,Yes,CID42025,Credit/Debit Card Offers,Desktop,Fiber_Optic,9,49.82,83470.55,13.0,Yes,No,Yes,No Information Available,User Friendly Website,0
60,F,Town,Basic Membership,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,9,56.51,3000.93,8.0,No,Yes,No,Not Applicable,No reason specified,1
15,M,Town,Gold Membership,Yes,CID32229,Credit/Debit Card Offers,Desktop,Wi-Fi,8,54.54,11797.6,8.0,No,Yes,No,Not Applicable,Poor Product Quality,0
31,M,City,Basic Membership,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,8,297.9,32774.3,Error,No,Yes,Yes,No Information Available,No reason specified,1
45,M,City,Platinum Membership,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,6,387.41,68674.95,7.0,Yes,Yes,No,Not Applicable,Quality Customer Care,0
46,F,Town,Premium Membership,Yes,CID41323,Without Offers,Desktop,Mobile_Data,19,178.11,11231.91,10.0,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,0
38,M,City,Platinum Membership,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,8,248.58,14948.64,13.0,Yes,No,Yes,Solved in Follow-up,No reason specified,0
44,F,Town,Silver Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,14,1408.869046291221,79549.49,13.0,No,Yes,No,Not Applicable,Products always in Stock,0
23,M,Town,Silver Membership,Yes,CID35439,Without Offers,Both,Fiber_Optic,13,2126.36,44220.8,18.0,No,Yes,No,Not Applicable,Too many ads,1
33,F,City,Gold Membership,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,7,53.81,46939.88,2.1732424124364087,No,Yes,Yes,No Information Available,Poor Website,1
44,M,City,Platinum Membership,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,19,157.42,17191.03,5.0,No,Yes,Yes,Solved,Products always in Stock,0
52,M,City,Basic Membership,Yes,CID47756,Without Offers,Desktop,Wi-Fi,21,121.39,29317.46,5.0,No,Yes,No,Not Applicable,No reason specified,1
39,M,Town,Gold Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,3,208.11,65541.04,11.0,Yes,Yes,No,Not Applicable,User Friendly Website,0
32,M,Town,Gold Membership,Yes,CID60008,Credit/Debit Card Offers,Smartphone,Mobile_Data,14,80.47,42222.87,23.0,No,Yes,Yes,Solved,Poor Website,1
63,F,Town,Gold Membership,No,xxxxxxxx,Credit/Debit Card Offers,Both,Fiber_Optic,17,373.24,27028.85,27.0,Yes,No,Yes,Unsolved,Poor Customer Service,0
27,F,City,Gold Membership,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,16,30.67,44025.44,10.0,Yes,No,Yes,Solved,Poor Customer Service,0
28,M,City,Premium Membership,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,9,187.42,19440.42,19.0,No,Yes,No,Not Applicable,Too many ads,0
52,M,Town,No Membership,Yes,CID55899,Gift Vouchers/Coupons,Desktop,Wi-Fi,9,1002.3175930361866,15336.43,15.0,Yes,No,Yes,Solved,Poor Customer Service,1
42,M,Village,No Membership,Yes,CID48898,Credit/Debit Card Offers,Desktop,Mobile_Data,13,78.3,47247.73,25.0,No,Yes,Yes,Solved in Follow-up,Poor Website,1
14,F,Town,No Membership,Yes,CID14148,Without Offers,Smartphone,Wi-Fi,16,195.88,38553.38,17.0,Yes,No,No,Not Applicable,Poor Website,1
33,F,Town,No Membership,Yes,CID35443,Gift Vouchers/Coupons,Desktop,Fiber_Optic,19,82.4,17008.42,9.0,Yes,No,Yes,Solved,Poor Product Quality,1
29,F,City,No Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Both,Wi-Fi,25,340.83,6960.3,12.0,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,1
57,M,City,Basic Membership,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,10,213.65,5966.98,26.0,Yes,No,Yes,Unsolved,Poor Product Quality,1
37,M,City,Basic Membership,Yes,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,4,119.76,15121.62,29.0,Yes,No,No,Not Applicable,Poor Product Quality,1
35,M,Town,Premium Membership,Yes,CID58653,Credit/Debit Card Offers,Desktop,Wi-Fi,20,57.99,25724.94,9.0,No,Yes,Yes,Solved,No reason specified,0
12,F,City,Premium Membership,Yes,CID51457,Credit/Debit Card Offers,Both,Mobile_Data,3,880.86,25752.02,9.0,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,0
10,F,City,No Membership,Yes,CID47522,Without Offers,Smartphone,Fiber_Optic,24,101.87,39830.37,9.0,No,Yes,Yes,Unsolved,Poor Product Quality,1
64,F,Town,Silver Membership,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,10,130.19,13620.98,6.0,Yes,No,Yes,Unsolved,Quality Customer Care,0
44,F,Village,Premium Membership,Yes,CID49985,Gift Vouchers/Coupons,Smartphone,Wi-Fi,23,46.63,92934.3,9.0,No,Yes,No,Not Applicable,User Friendly Website,0
64,F,City,Gold Membership,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,22,168.76,22163.6,5.0,No,Yes,Yes,Solved,Products always in Stock,0
44,F,Town,Basic Membership,Yes,CID51357,Credit/Debit Card Offers,Desktop,Fiber_Optic,9,586.32,24995.36,21.0,Yes,No,No,Not Applicable,No reason specified,1
14,M,City,Gold Membership,Yes,CID46751,Gift Vouchers/Coupons,Desktop,Wi-Fi,13,121.21,19673.83,16.0,No,Yes,No,Not Applicable,Products always in Stock,0
36,M,Village,Premium Membership,Yes,CID60112,Gift Vouchers/Coupons,Smartphone,Wi-Fi,9,131.62,14766.81,5.0,Yes,No,Yes,Unsolved,No reason specified,0
49,M,Village,Platinum Membership,Yes,CID12809,Credit/Debit Card Offers,Smartphone,Wi-Fi,12,693.29,2496.55,8.0,Yes,No,No,Not Applicable,User Friendly Website,0
11,M,Town,No Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,12,30.03,20990.57,7.0,Yes,No,No,Not Applicable,Poor Product Quality,1
61,F,City,Basic Membership,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,25,313.19,6212.63,25.0,Yes,No,No,Not Applicable,Poor Product Quality,1
15,F,City,No Membership,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,21,163.36,16900.97,6.0,No,Yes,No,Not Applicable,Too many ads,1
37,F,Town,Silver Membership,No,xxxxxxxx,Credit/Debit Card Offers,Both,Wi-Fi,6,211.29,10563.63,29.0,Yes,No,No,Not Applicable,Poor Product Quality,1
23,F,City,Basic Membership,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,14,232.93,13540.47,17.0,Yes,Yes,No,Not Applicable,Poor Website,1
57,M,Town,Silver Membership,Yes,CID48489,Without Offers,Smartphone,Mobile_Data,7,1992.734109062248,39593.59,18.0,Yes,No,No,Not Applicable,No reason specified,1
43,M,Town,Platinum Membership,Yes,CID37951,Credit/Debit Card Offers,Both,Mobile_Data,4,1058.03,12565.41,14.0,Yes,No,Yes,Solved in Follow-up,User Friendly Website,0
64,M,Town,Basic Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,14,82.06,16916.63,20.0,No,Yes,No,Not Applicable,No reason specified,1
64,F,Town,Basic Membership,Yes,CID50303,Gift Vouchers/Coupons,Smartphone,Mobile_Data,13,129.47,18285.54,8.0,No,Yes,Yes,Solved,Poor Product Quality,1
16,M,City,Basic Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,22,128.26,7320.31,26.0,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,1
26,M,City,Premium Membership,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,22,59.81,22514.38,29.0,Yes,No,No,Not Applicable,No reason specified,0
46,F,Town,Silver Membership,Yes,CID6450,Credit/Debit Card Offers,Smartphone,Fiber_Optic,11,34.01,31756.11,14.0,Yes,No,No,Not Applicable,Too many ads,0
57,F,City,Silver Membership,Yes,CID41690,Gift Vouchers/Coupons,Smartphone,Mobile_Data,11,513.47,9535.66,8.0,No,Yes,No,Not Applicable,Poor Customer Service,1
16,F,City,No Membership,Yes,CID2646,Credit/Debit Card Offers,Smartphone,Mobile_Data,17,42.5,20115.85,6.0,Yes,No,No,Not Applicable,Poor Website,1
54,F,City,No Membership,Yes,CID22669,Without Offers,Desktop,Mobile_Data,12,782.1,20550.77,6.0,No,Yes,Yes,Unsolved,No reason specified,1
42,F,Town,No Membership,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,15,105.02,47681.37,25.0,No,Yes,Yes,Solved,Poor Website,1
47,F,Town,Gold Membership,Yes,CID34023,Gift Vouchers/Coupons,Desktop,Fiber_Optic,11,169.58,47508.18,2.276130430903102,Yes,No,No,Not Applicable,Poor Website,1
29,F,Village,Platinum Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,18,38.9,14890.12,27.0,No,Yes,Yes,Solved,Poor Product Quality,0
18,F,City,Premium Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,3,168.53,12316.11,11.0,No,Yes,No,Not Applicable,Quality Customer Care,0
26,M,City,Premium Membership,Yes,CID25835,Gift Vouchers/Coupons,Smartphone,Mobile_Data,6,623.49,19040.78,13.0,Yes,Yes,Yes,Solved in Follow-up,Poor Customer Service,0
24,F,Town,No Membership,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,11,83.2,1573.01,Error,Yes,No,Yes,Solved,Too many ads,1
32,F,Town,No Membership,Yes,CID50646,Gift Vouchers/Coupons,Both,Fiber_Optic,8,534.6,38188.9,Error,No,Yes,Yes,Solved in Follow-up,No reason specified,1
24,F,Town,No Membership,Yes,CID19451,Credit/Debit Card Offers,Smartphone,Wi-Fi,4,90.42,18713.35,23.0,Yes,No,Yes,Solved in Follow-up,Too many ads,1
55,M,Village,Platinum Membership,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,17,326.86,4383.26,Error,No,Yes,No,Not Applicable,Poor Customer Service,0
23,F,Village,Silver Membership,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,16,30.76,46961.49,Error,Yes,No,Yes,Solved,Poor Customer Service,1
55,M,Town,Premium Membership,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,10,373.89,31703.81,15.0,Yes,Yes,Yes,Unsolved,Products always in Stock,0
25,M,Town,Silver Membership,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,12,1196.9964216076264,24062.78,Error,Yes,No,No,Not Applicable,Too many ads,0
49,M,City,No Membership,Yes,CID14507,Credit/Debit Card Offers,Desktop,Fiber_Optic,15,73.93,37436.76,13.0,No,Yes,No,Not Applicable,Poor Product Quality,1
32,M,City,Silver Membership,Yes,CID43808,Gift Vouchers/Coupons,Desktop,Mobile_Data,8,93.15,42653.66,Error,No,Yes,Yes,No Information Available,Poor Product Quality,1
29,F,City,Gold Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,9,499.47,40582.4,18.0,Yes,No,Yes,Solved in Follow-up,Poor Website,1
54,F,City,Silver Membership,Yes,CID59824,Credit/Debit Card Offers,Smartphone,Fiber_Optic,7,62.65,8992.2,11.0,No,Yes,No,Not Applicable,Poor Customer Service,1
42,F,Town,Silver Membership,No,xxxxxxxx,Without Offers,Both,Mobile_Data,13,330.25,29208.4,7.0,No,Yes,No,Not Applicable,No reason specified,1
59,M,City,No Membership,Yes,CID26398,Credit/Debit Card Offers,Desktop,Wi-Fi,16,73.47,13023.39,12.0,No,Yes,No,Not Applicable,No reason specified,1
56,M,Town,Basic Membership,Yes,CID3337,Credit/Debit Card Offers,Smartphone,Wi-Fi,18,163.04,4424.42,16.0,Yes,No,Yes,Unsolved,Poor Website,1
59,M,Town,Silver Membership,Yes,CID44258,Without Offers,Desktop,Mobile_Data,22,47.73,12636.78,19.0,No,Yes,Yes,No Information Available,Poor Customer Service,1
37,F,City,Gold Membership,Yes,CID56817,Without Offers,Smartphone,Wi-Fi,9,1325.189113135884,5936.77,25.0,No,Yes,No,Not Applicable,Poor Product Quality,0
60,M,Town,Premium Membership,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,11,375.61,38862.27,11.0,Yes,Yes,No,Not Applicable,Reasonable Price,0
48,F,City,Basic Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Both,Fiber_Optic,12,477.56,13930.29,27.0,No,Yes,No,Not Applicable,No reason specified,1
42,F,Town,Platinum Membership,Yes,CID15994,Gift Vouchers/Coupons,Smartphone,Mobile_Data,11,271.3,47809.19,Error,Yes,No,Yes,Solved in Follow-up,Products always in Stock,0
60,M,Village,Gold Membership,Yes,CID48178,Without Offers,Both,Fiber_Optic,3,919.49,13976.02,15.0,Yes,No,No,Not Applicable,Poor Customer Service,1
23,F,City,Gold Membership,Yes,CID44313,Gift Vouchers/Coupons,Both,Mobile_Data,13,494.42,25692.01,3.0,No,Yes,No,Not Applicable,Reasonable Price,0
58,M,Town,Platinum Membership,Yes,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,15,322.77,17671.39,22.0,No,Yes,No,Not Applicable,Too many ads,0
52,F,City,Silver Membership,Yes,CID6568,Credit/Debit Card Offers,Smartphone,Fiber_Optic,24,473.11,44902.16,14.0,Yes,Yes,Yes,No Information Available,Too many ads,1
45,M,City,Gold Membership,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,6,33.7,47711.78,21.0,Yes,No,No,Not Applicable,Poor Product Quality,0
52,M,Town,Silver Membership,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,12,62.12,45847.32,-18.905361674336472,No,Yes,Yes,Solved,Poor Product Quality,1
21,M,City,Premium Membership,Yes,CID54069,Gift Vouchers/Coupons,Smartphone,Wi-Fi,20,561.55,27789.56,14.0,Yes,Yes,No,Not Applicable,Reasonable Price,0
21,M,Town,Gold Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,24,166.89,35299.94,27.0,No,Yes,Yes,Solved,Poor Customer Service,0
52,M,Town,No Membership,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,13,1083.3954989000474,24647.18,11.0,No,Yes,No,Not Applicable,No reason specified,1
56,F,Town,Platinum Membership,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,7,318.51,90903.9,2.0,No,Yes,Yes,Solved,Products always in Stock,0
48,F,Town,Silver Membership,Yes,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,3,105.06,19261.92,9.0,Yes,No,No,Not Applicable,Poor Website,1
18,M,Town,Basic Membership,Yes,CID5365,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,18,44.8,2213.63,18.0,No,Yes,Yes,No Information Available,Poor Customer Service,1
47,F,Town,Platinum Membership,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,25,30.46,42043.19,11.0,No,Yes,Yes,No Information Available,Too many ads,0
19,F,City,Basic Membership,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,19,140.77,1736.06,19.0,No,Yes,Yes,No Information Available,Poor Website,1
10,F,Town,No Membership,Yes,CID55597,Gift Vouchers/Coupons,Smartphone,Mobile_Data,18,46.63,6773.56,Error,Yes,No,No,Not Applicable,Poor Product Quality,1
24,F,City,Basic Membership,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,9,224.13,48162.9,6.0,Yes,No,Yes,Solved,Poor Website,1
55,M,City,Silver Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,13,61.57,46368.17,Error,Yes,No,Yes,Solved,Too many ads,0
32,F,Town,Silver Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,14,253.5,44363.9,12.0,Yes,No,Yes,Solved,No reason specified,0
34,F,City,Platinum Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,9,62.39,10720.79,15.0,Yes,No,Yes,No Information Available,Quality Customer Care,0
15,M,Town,Gold Membership,Yes,CID37664,Credit/Debit Card Offers,Both,Mobile_Data,20,521.84,62376.96,16.0,Yes,Yes,No,Not Applicable,Reasonable Price,0
53,F,Town,Gold Membership,Yes,CID29938,Without Offers,Smartphone,Mobile_Data,6,141.09,13615.67,12.0,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,0
22,F,City,Basic Membership,Yes,CID59207,Credit/Debit Card Offers,Desktop,Fiber_Optic,18,293.07,33019.4,13.0,Yes,No,No,Not Applicable,Too many ads,1
39,M,City,Platinum Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,17,34.97,24806.88,12.0,Yes,No,Yes,No Information Available,Poor Product Quality,0
14,F,City,Gold Membership,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,16,223.96,48721.72,28.0,Yes,Yes,Yes,Solved,Poor Website,1
17,F,Town,Platinum Membership,Yes,CID46606,Without Offers,Desktop,Wi-Fi,10,250.77,23477.53,7.0,No,Yes,No,Not Applicable,Poor Website,0
10,F,Town,No Membership,Yes,CID13478,Gift Vouchers/Coupons,Desktop,Mobile_Data,15,83.58,8241.55,17.0,No,Yes,Yes,No Information Available,Poor Customer Service,1
18,F,Town,Silver Membership,Yes,CID23754,Without Offers,Smartphone,Wi-Fi,16,178.94,26852.76,5.0,Yes,No,No,Not Applicable,No reason specified,0
13,F,City,Basic Membership,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,11,91.16,8658.2,21.0,Yes,No,No,Not Applicable,No reason specified,1
19,M,City,Silver Membership,Yes,CID58219,Credit/Debit Card Offers,Desktop,Fiber_Optic,13,30.07,7227.92,6.0,No,Yes,Yes,No Information Available,No reason specified,1
64,M,Town,No Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,3,358.62,16074.91,26.0,Yes,No,No,Not Applicable,Poor Customer Service,1
57,M,Town,Silver Membership,No,xxxxxxxx,Credit/Debit Card Offers,Both,Fiber_Optic,10,268.46,8391.2,Error,No,Yes,Yes,Unsolved,Poor Website,1
51,F,City,No Membership,Yes,CID36884,Without Offers,Smartphone,Fiber_Optic,17,131.28,15225.49,Error,Yes,No,No,Not Applicable,Poor Customer Service,1
15,F,Town,Platinum Membership,Yes,CID61793,Gift Vouchers/Coupons,Both,Fiber_Optic,12,563.04,30960.33,18.0,Yes,No,No,Not Applicable,Poor Website,0
