age,gender,region_category,membership_category,joined_through_referral,referral_id,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn
10,0,0,1,0,6286,1,1,1,6,148.62,78621.1,729,96.14486685795656,1,0,1,3,5,0
58,1,2,0,0,6286,2,1,2,11,54.31,28350.43,550,701.1639462761258,1,0,0,1,3,1
52,1,1,2,1,3063,2,1,0,15,601.41,38116.52,801,553.04,0,1,1,2,0,1
59,0,0,2,1,2393,1,1,2,10,146.19,42796.32,794,540.16,0,1,0,1,0,1
46,0,0,1,1,4729,1,2,0,8,57.67,43115.46,382,633.66,0,1,1,4,2,1
34,0,1,3,0,6286,1,1,1,14,233.37,59426.48,582,845.29,0,1,1,0,4,0
49,0,1,2,0,6286,0,2,2,18,156.9,21656.06,349,641.79,0,1,1,3,2,1
55,1,1,5,1,2755,2,2,0,7,1136.370475938238,36077.74,380,742.7,0,1,0,1,0,0
64,0,1,4,1,1100,2,0,0,10,215.47,13263.25,372,1083.630003014984,0,1,0,1,3,0
21,1,1,5,1,3127,2,2,2,17,121.18,4811.45,729,724.98,0,1,0,1,1,0
21,1,1,1,1,1136,1,0,1,7,228.9,20167.63,801,759.57,0,1,0,1,1,0
52,0,0,4,0,6286,0,2,1,25,395.25,19262.3,349,723.55,1,0,0,1,1,0
53,0,0,2,0,6286,2,0,2,16,229.06,34976.54,354,660.33,1,0,0,1,2,1
46,0,0,5,0,6286,0,1,2,9,326.24,51127.45,360,755.87,1,1,1,2,4,0
11,1,0,4,1,3879,0,2,2,2,531.82,9782.09,403,769.54,0,1,0,1,1,0
19,0,0,0,1,3268,0,2,1,17,739.41,38417.75,349,660.24,1,0,1,2,1,1
43,0,1,2,1,3091,1,2,2,22,30.1,22898.17,372,925.6158808738036,0,1,1,0,0,1
28,0,0,2,0,6286,2,0,1,9,491.67,49246.29,346,233.9885838658868,1,1,0,1,3,1
13,0,1,2,0,6286,2,1,1,11,1062.5267443522846,49992.93,391,967.4894873243616,0,1,0,1,3,1
39,1,0,4,0,6286,0,2,0,20,287.89,43626.5,372,772.92,1,0,1,4,3,0
57,0,1,0,0,6286,0,2,2,8,300.99,42414.9,387,689.22,0,1,0,1,2,1
27,1,1,0,0,6286,0,1,1,11,1254.9784584282688,40405.61,800,308.135605703844,1,0,0,1,1,1
51,0,0,2,1,1183,2,2,1,20,95.39,23406.9,800,650.21,0,1,1,2,0,1
53,0,0,2,0,6286,0,2,0,16,33.23,25974.52,347,923.7742622147964,0,1,1,4,3,1
49,0,1,0,1,4522,1,1,1,10,1137.387153486697,19981.67,380,672.64,1,0,0,1,2,1
25,0,0,3,1,1251,1,1,0,7,1650.36,40728.97,387,759.36,1,0,0,1,3,0
27,1,2,4,0,6286,1,2,1,15,30.17,26125.27,374,761.67,0,1,0,1,1,0
15,0,1,0,1,124,0,1,0,11,1442.3964705821547,24211.51,350,533.56,0,1,0,1,3,1
13,0,0,4,0,6286,2,1,1,20,68.14,5081.48,355,731.47,1,0,0,1,1,0
46,0,1,0,0,6286,2,0,0,10,497.9,41732.4,799,968.3980965660134,0,1,1,2,3,1
24,1,1,4,0,6286,2,1,0,9,265.02,18266.57,387,704.57,0,1,1,4,1,0
41,0,0,2,0,6286,0,2,2,19,33.11,38562.53,346,1132.686316112956,1,0,1,3,1,1
19,1,0,1,1,6286,0,1,0,13,50.97,27113.55,801,1067.7667543276148,1,0,1,3,2,0
42,0,0,0,0,6286,0,2,1,17,1168.754092851912,48156.07,354,635.5,1,0,1,3,3,1
53,0,1,2,0,6286,2,1,2,1,122.52,19647.46,376,666.01,0,1,0,1,3,1
46,1,1,0,1,3796,2,2,1,17,45.91,22701.02,800,586.36,0,1,1,3,1,1
22,0,1,5,1,5610,0,2,2,20,107.54,27231.86,377,779.08,1,0,0,1,7,0
31,0,0,1,0,6286,1,1,0,5,171.22,26635.55,800,313.19868665452714,0,1,0,1,2,1
46,0,0,4,1,749,0,0,1,4,812.86,21957.23,350,782.4,0,1,0,1,4,0
44,0,0,3,0,6286,1,2,1,16,351.1,89237.11,794,731.78,1,1,0,1,8,0
50,0,1,4,1,6286,1,2,2,21,33.99,44428.67,355,764.48,0,1,0,1,1,0
31,1,0,2,0,6286,1,2,1,10,34.77,48753.08,375,648.24,1,0,1,0,0,1
10,1,1,0,1,268,2,2,2,11,78.53,24962.85,802,620.92,1,0,0,1,7,1
25,1,0,2,1,53,1,1,2,21,150.21,19771.15,801,629.21,0,1,1,3,2,1
25,0,0,1,1,1029,0,1,2,9,184.39,42125.38,347,731.04,1,0,0,1,1,0
64,0,2,0,0,6286,0,0,2,13,232.48,13354.57,376,696.29,0,1,1,3,7,1
14,0,1,0,1,587,2,0,0,13,588.7,7128.38,357,610.59,0,1,1,0,7,1
29,1,1,4,0,6286,1,2,1,6,30.56,47628.77,800,780.93,1,0,1,4,2,0
25,1,0,2,0,6286,0,1,2,8,164.61,14645.08,391,558.19,0,1,0,1,0,1
42,1,1,1,1,356,0,0,0,11,1218.8,26940.82,729,447.1788541331712,1,1,1,3,0,0
17,0,1,2,0,6286,2,1,2,10,44.83,47557.19,729,173.1635419935085,1,0,1,0,7,1
39,1,1,2,1,1181,1,1,2,8,82.11,24201.15,372,573.73,0,1,0,1,1,1
27,1,1,0,0,6286,0,1,0,17,94.32,39121.42,249,540.24,0,1,0,1,2,1
48,1,1,2,0,6286,2,0,1,11,259.96,21204.1,347,579.5,1,0,1,4,7,1
16,1,1,0,1,4851,2,2,0,13,128.67,16685.49,802,633.53,1,0,0,1,7,1
27,0,0,2,1,4378,1,1,2,16,337.6,22751.21,382,533.17,0,1,1,4,3,1
39,0,0,2,0,6286,1,1,1,10,58.58,47554.18,802,675.41,0,1,1,3,3,1
32,0,2,5,0,6286,0,1,0,18,32.81,1007.03,350,709.47,1,0,1,2,5,0
21,0,1,3,1,4011,0,1,0,15,1022.6758999151416,49740.62,802,833.09,1,0,1,4,5,0
52,0,1,5,1,2472,2,1,2,8,61.87,18975.41,355,722.04,1,0,0,1,7,0
52,1,2,3,1,2964,0,1,0,13,131.27,15900.73,403,721.25,0,1,0,1,7,0
58,1,1,3,0,6286,2,2,0,15,356.05,10894.85,353,467.25400092342096,0,1,0,1,1,0
37,0,1,0,1,132,2,1,1,17,72.85,17077.02,794,620.99,1,0,1,4,0,1
28,0,1,2,1,6286,0,2,0,17,31.55,44764.34,355,709.31,0,1,0,1,7,1
27,0,1,1,0,6286,2,2,2,7,33.94,7553.76,357,700.52,1,0,0,1,3,1
59,0,0,2,0,6286,2,1,2,17,33.3,13264.5,799,79.55978462366267,1,0,1,4,2,1
62,0,0,2,0,6286,1,2,2,24,33.15,1191.19,391,649.62,0,1,1,2,3,1
44,1,0,0,1,6286,1,2,2,15,44.76,34131.33,387,576.42,0,1,0,1,3,1
35,0,1,3,1,3242,0,1,2,8,98.71,81916.87,794,672.6697225825473,0,1,0,1,6,0
47,0,1,0,0,6286,0,2,1,4,118.97,16913.38,354,30.09886183837773,0,1,1,4,1,1
37,1,1,3,1,2368,2,2,0,9,83.46,9041.08,802,707.98,0,1,0,1,0,0
54,0,1,4,1,997,0,1,2,21,109.32,21484.94,351,340.75608887784784,0,1,1,4,8,0
45,0,0,5,0,6286,1,2,0,19,478.17,28372.45,387,755.51,0,1,0,1,2,0
25,0,1,1,1,3074,0,2,0,13,30.01,67397.15,350,843.04,0,1,0,1,4,0
64,0,0,3,0,6286,1,2,1,21,214.22,67162.45,336,776.88,0,1,0,1,5,0
19,1,0,1,1,3366,2,1,1,20,31.49,47626.39,346,747.16,1,0,0,1,4,0
35,1,0,1,0,6286,0,0,1,22,229.01,28189.05,347,712.38,1,0,0,1,6,0
21,1,2,0,1,1760,2,1,1,10,50.46,40636.31,375,649.83,1,0,1,0,0,1
34,1,0,5,1,1102,0,2,0,22,113.2,42420.11,794,759.28,0,1,1,2,7,0
16,0,1,3,0,6286,2,1,2,3,277.85,4505.55,358,829.71,1,0,1,2,4,0
52,0,1,2,0,6286,2,2,0,19,80.72,17639.72,802,716.72,0,1,1,2,0,1
17,1,1,3,0,6286,1,1,1,13,437.32,26674.66,403,777.82,0,1,1,4,3,0
48,1,2,3,1,6286,1,2,0,10,501.41,60418.57,358,759.63,0,1,0,1,4,0
16,1,1,1,1,991,0,2,1,14,97.37,44238.38,802,732.68,0,1,1,2,4,0
42,1,1,0,1,1846,0,2,0,11,584.63,38253.42,794,506.09,1,1,0,1,7,1
63,0,0,0,0,6286,2,0,1,9,309.37,34657.72,372,523.63,1,0,0,1,0,1
55,1,1,3,0,6286,1,1,1,19,41.96,26146.53,372,788.12,0,1,0,1,1,0
43,1,0,5,0,6286,2,1,2,10,295.93,33110.74,729,792.6,1,0,1,0,2,0
58,0,0,0,1,6146,1,2,1,22,33.07,20812.06,800,511.71,0,1,1,2,2,1
32,1,0,0,1,2002,1,1,0,12,51.3,48339.92,355,339.8736128857699,0,1,1,4,2,1
51,1,1,4,1,5318,2,2,2,10,142.62,18799.02,350,708.58,0,1,1,0,1,0
29,1,0,2,1,6286,1,2,2,2,63.24,7001.7,801,632.45,1,0,1,0,3,1
58,0,0,5,1,1859,0,1,2,15,975.2,17907.34,374,695.14,1,0,1,2,0,1
14,0,2,3,1,2302,0,2,2,16,282.15,41949.1,354,704.71,1,1,1,2,2,0
38,1,2,0,1,4244,0,1,2,14,728.69,1664.97,346,1121.699594726977,1,1,1,4,1,1
25,1,1,0,1,5037,1,1,2,18,91.87,22530.15,376,1093.1689677358472,1,0,1,2,2,1
44,0,0,0,1,6286,0,2,0,16,33.48,32574.49,349,592.79,0,1,0,1,7,1
24,1,0,2,0,6286,0,2,1,13,35.56,10631.64,387,261.6838861828375,1,0,1,4,7,1
18,1,1,2,1,2985,1,0,2,12,971.39,16022.74,346,868.6021535636763,1,1,0,1,7,1
27,0,2,1,0,6286,2,2,2,16,148.09,37995.81,351,153.26949582928538,1,0,0,1,3,1
53,1,0,2,0,6286,2,1,1,16,269.74,17427.0,372,971.2435649046768,1,1,0,1,0,1
44,0,0,0,1,6286,2,2,0,13,73.12,20332.57,801,570.03,0,1,1,4,0,1
23,0,2,4,1,2313,1,2,2,14,32.45,7576.0,401,770.76,0,1,1,2,2,0
17,1,1,2,0,6286,1,2,0,1,448.3,18788.48,354,649.61,1,0,1,4,7,1
58,0,1,4,1,5934,1,2,1,15,190.28,39046.77,380,700.27,0,1,0,1,3,0
10,1,1,0,0,6286,2,1,0,16,116.52,42293.07,376,653.03,1,0,0,1,3,1
25,1,1,0,1,1862,0,2,0,2,468.04,11414.87,794,635.78,0,1,0,1,7,1
34,0,1,2,0,6286,2,0,1,16,1616.2857700893685,25286.53,802,606.19,1,0,1,2,2,1
25,0,0,3,0,6286,2,2,2,10,1218.2227885218813,23927.26,355,722.6,0,1,0,1,5,0
27,1,1,0,1,2889,0,2,0,1,136.74,1781.95,346,697.62,1,0,0,1,2,1
43,0,1,0,0,6286,2,2,2,8,119.71,32080.22,801,691.64,1,0,0,1,3,1
13,1,2,4,1,5761,1,1,0,8,271.94,24363.04,351,810.71,1,1,0,1,4,0
13,0,2,0,0,6286,0,1,0,22,123.7,6637.9,354,521.59,1,0,1,0,1,1
22,0,1,2,0,6286,0,2,2,15,171.54,13792.02,391,1000.2371713747416,1,0,0,1,3,1
64,1,0,3,0,6286,1,2,2,19,33.68,36067.27,403,799.55,0,1,0,1,1,0
48,1,0,0,1,3945,0,0,2,8,511.35,25061.92,374,998.5372834611604,0,1,1,4,2,1
63,0,2,2,1,4624,1,1,0,11,232.32,23418.2,374,681.38,0,1,0,1,0,1
47,0,0,5,1,1501,1,1,0,19,79.42,7189.97,802,373.3517481911998,0,1,0,1,7,0
63,0,1,0,1,1656,0,2,2,3,133.28,22964.72,358,679.6,0,1,0,1,2,1
17,0,0,5,1,4432,0,0,1,11,270.27,1384.51,382,700.43,1,1,1,0,2,1
58,1,0,3,0,6286,2,2,1,14,31.55,2926.05,357,725.03,1,0,0,1,2,0
40,0,1,1,1,2989,0,1,2,12,32.91,2069.43,391,305.0430666139362,0,1,1,0,0,0
26,0,0,1,0,6286,2,2,1,6,256.85,10101.22,802,713.56,1,0,0,1,0,0
36,1,1,0,1,3973,2,1,0,9,109.17,45890.85,802,552.4,0,1,0,1,2,1
12,0,0,0,1,1832,0,2,1,2,393.91,23476.08,801,695.29,1,0,1,2,2,1
16,0,2,4,1,5533,1,1,2,16,31.79,58613.46,354,779.6,0,1,1,2,8,0
15,0,2,3,1,5447,0,0,0,14,529.26,17862.25,801,755.03,1,1,0,1,4,0
56,1,0,0,1,5593,1,0,1,15,597.91,15140.25,354,677.25,1,0,1,3,7,1
57,0,2,0,0,6286,1,1,2,24,50.42,1814.26,374,685.76,0,1,0,1,2,1
32,1,1,5,0,6286,0,1,0,20,111.03,24217.59,799,732.39,0,1,0,1,6,0
37,1,0,0,1,2221,2,1,0,23,44.17,18474.31,350,633.68,0,1,0,1,0,1
20,0,1,1,1,1107,2,0,2,10,600.79,87828.29,349,1091.6779797723016,1,0,0,1,8,0
55,1,0,5,0,6286,1,2,2,7,1019.0319618600148,34561.29,391,702.41,1,0,1,2,3,1
43,1,1,0,0,6286,2,1,2,14,147.9,5062.65,387,620.99,0,1,0,1,7,1
33,1,0,3,0,6286,1,1,2,20,50.35,31424.19,802,1032.9843634324277,1,0,0,1,2,0
43,0,0,2,0,6286,1,1,1,18,32.68,43623.84,351,695.66,0,1,0,1,3,1
37,0,1,2,0,6286,0,1,2,7,32.45,15409.13,391,676.74,1,0,1,4,3,1
32,1,1,0,1,389,1,1,1,11,313.36,43993.23,382,708.64,1,1,0,1,1,1
24,1,0,5,0,6286,0,1,1,19,137.13,22828.89,355,625.3,1,0,0,1,3,1
10,0,1,0,0,6286,2,1,0,9,33.43,46769.61,802,396.60377274015366,0,1,1,2,3,1
62,0,1,2,1,1985,1,2,1,15,130.76,27843.03,375,609.47,1,0,0,1,0,1
34,0,1,1,1,3615,2,2,1,23,36.9,34014.67,800,797.8,0,1,1,2,7,0
34,1,0,3,1,3845,0,2,1,17,55.08,21689.96,358,848.9,0,1,1,3,5,0
51,1,1,1,0,6286,1,1,2,7,301.55,7089.19,802,780.85,0,1,0,1,0,0
14,1,0,5,0,6286,1,2,2,7,262.87,95509.94,360,711.24,1,1,0,1,4,0
41,1,0,2,0,6286,2,1,2,6,113.78,15025.26,799,664.18,0,1,0,1,2,1
17,0,2,2,0,6286,2,1,1,15,237.76,6195.27,387,715.85,1,0,0,1,3,1
24,0,0,5,1,183,1,2,2,12,224.12,27384.81,346,787.93,1,1,0,1,0,0
35,0,0,3,0,6286,1,2,0,16,66.12,29907.22,391,753.98,0,1,1,4,1,0
16,1,0,4,0,6286,1,1,0,16,160.95,46031.45,376,778.08,0,1,0,1,3,0
35,0,0,1,1,1282,2,1,2,12,896.4204739217978,32104.13,382,734.26,1,0,0,1,7,0
29,0,2,1,0,6286,0,1,0,19,256.24,20167.62,382,701.8,1,0,1,0,0,0
30,0,0,2,1,374,2,1,2,10,121.77,40304.45,349,523.86,0,1,0,1,1,1
58,0,0,0,1,1833,2,0,1,10,897.9,9244.37,374,324.47096780176486,1,1,1,4,3,1
16,0,1,5,1,2743,2,1,2,2,544.21,41601.07,351,718.8,0,1,1,0,0,1
56,1,2,1,0,6286,2,2,0,12,186.93,42530.11,802,701.39,1,0,1,2,5,0
16,1,0,1,0,6286,1,2,1,20,179.15,69128.99,351,755.47,0,1,1,4,8,0
14,1,0,3,1,1270,0,1,0,11,99.88,9433.51,729,789.78,0,1,1,4,4,0
36,1,0,3,1,2493,0,1,1,17,89.92,1023.38,351,758.4,0,1,1,2,8,0
55,0,1,2,1,357,1,1,2,9,32.93,28728.8,375,809.1655083814204,0,1,0,1,7,1
30,0,2,5,1,2195,1,1,2,2,846.37,30988.05,354,703.58,1,0,1,4,3,1
49,0,0,4,1,3683,0,0,2,23,1403.5849755299323,22648.25,377,703.87,1,1,1,3,0,0
13,0,2,2,1,4760,1,0,2,6,953.99,1609.97,374,602.55,1,0,0,1,2,1
11,0,1,5,1,2876,1,1,1,10,39.34,11853.43,799,758.19,1,0,0,1,1,0
49,1,0,2,1,4782,0,1,0,7,30.22,42493.17,391,578.76,1,0,1,4,3,1
64,1,0,1,1,3816,1,1,1,9,70.84,93202.07,801,773.65,1,0,0,1,8,0
17,1,1,3,0,6286,2,2,2,19,34.12,32269.77,336,745.51,0,1,1,4,8,0
57,0,1,0,0,6286,1,1,0,25,35.47,23496.97,351,500.77,1,0,1,3,0,1
28,1,0,2,0,6286,1,2,0,7,88.99,15529.67,346,538.45,0,1,1,0,1,1
51,1,2,2,1,3092,0,1,0,11,133.89,20103.91,802,680.64,0,1,1,2,0,1
24,0,2,2,1,4421,0,1,0,7,176.56,18095.57,372,664.26,1,0,1,4,3,1
49,1,0,5,0,6286,1,2,2,15,359.1,52731.8,802,749.69,0,1,0,1,8,0
16,0,0,3,0,6286,2,1,0,11,1110.0582442904383,37184.68,794,719.48,0,1,1,4,7,0
14,0,1,5,1,3644,0,1,1,13,30.25,7432.73,376,227.60287935118515,0,1,1,4,1,1
53,1,0,5,1,1337,1,1,2,14,1490.44,43606.78,350,631.52,1,0,1,3,7,1
15,0,1,2,1,1814,0,2,2,9,31.64,12125.61,358,1137.9700744594245,0,1,0,1,0,1
14,0,1,0,1,6251,1,2,0,9,239.98,46052.64,349,681.59,1,0,0,1,3,1
62,1,1,0,1,2922,2,1,2,6,639.02,34477.6,794,672.79,0,1,0,1,0,1
35,1,1,1,0,6286,2,0,2,15,410.74,7936.45,351,751.52,1,0,1,3,3,0
15,1,0,5,1,3446,1,0,1,11,915.38,1810.79,800,699.32,0,1,1,2,3,1
19,1,0,1,1,5559,1,1,2,11,103.14,40723.66,375,453.2566918300348,1,0,1,4,0,0
42,1,0,0,0,6286,2,1,2,3,71.67,40939.98,374,643.43,0,1,1,2,7,1
44,1,0,0,1,33,0,2,0,9,598.16,897.02,349,622.17,1,0,1,3,0,1
48,1,1,2,1,5285,1,1,0,17,112.66,38108.99,382,663.46,1,0,1,4,2,1
54,0,1,5,1,4050,2,1,1,6,64.7,4697.94,387,654.9,1,0,1,4,2,1
29,1,1,5,1,3898,0,2,1,8,31.39,47083.96,403,1221.5996071258494,0,1,0,1,7,0
38,1,0,4,1,4482,1,0,2,4,643.43,95219.54,802,801.65,1,1,0,1,5,0
47,1,0,2,1,3722,2,1,0,8,102.44,48270.16,801,621.58,1,0,1,4,2,1
47,1,0,0,0,6286,2,2,0,17,171.35,12551.5,372,521.25,0,1,1,4,0,1
22,0,0,2,1,1727,0,1,0,10,85.64,15758.93,802,704.69,0,1,1,4,0,1
39,1,0,4,0,6286,0,2,1,12,383.16,23381.65,350,713.53,0,1,1,3,0,0
31,0,2,0,1,1426,1,1,2,14,34.19,37394.69,501,631.34,1,0,0,1,7,1
10,0,2,2,0,6286,2,2,1,20,1004.9156800701724,10130.16,375,683.36,0,1,0,1,1,1
14,1,1,1,0,6286,0,1,2,21,164.26,15752.29,802,684.54,1,0,1,3,0,1
40,0,1,5,1,3885,2,1,2,11,46.67,19811.49,387,173.924288027651,0,1,1,4,7,1
48,0,2,1,1,5407,0,0,2,9,712.99,41463.13,357,657.11,1,0,1,2,1,1
22,0,2,5,0,6286,0,1,0,17,200.32,20529.97,377,715.11,0,1,1,0,3,1
59,1,1,5,1,5880,2,2,0,12,326.19,27140.55,350,657.53,0,1,1,0,1,1
22,1,0,1,1,5673,1,1,1,7,238.58,39619.86,357,785.98,1,0,0,1,0,0
15,1,0,5,0,6286,0,2,0,7,64.82,27385.8,354,659.78,0,1,1,0,2,1
31,1,1,5,1,6286,1,2,1,5,603.64,4553.96,355,633.17,1,1,1,2,2,1
28,1,0,2,1,1115,2,2,1,18,237.83,45397.54,800,709.16,1,1,0,1,0,1
56,0,0,3,0,6286,0,2,0,11,30.67,40988.66,794,750.12,0,1,1,0,4,0
27,1,0,2,1,3193,0,1,0,20,1086.3940589896006,24694.56,349,672.62,1,0,0,1,0,1
13,1,1,5,1,2207,0,1,1,21,216.54,21800.29,382,760.88,1,0,0,1,1,0
32,0,1,0,0,6286,2,2,0,9,146.13,12957.96,347,518.64,1,0,0,1,2,1
19,1,0,3,1,6286,1,0,2,8,657.65,51773.73,801,761.18,1,1,0,1,6,0
27,1,0,3,0,6286,0,2,2,7,458.58,14794.29,794,760.28,0,1,1,3,7,0
36,0,1,5,0,6286,2,1,2,12,135.26,14841.63,391,732.91,1,0,1,2,2,0
42,1,1,4,0,6286,1,2,2,10,209.01,22699.06,802,774.71,0,1,0,1,7,0
13,1,2,0,0,6286,2,2,1,9,152.6,22223.77,382,631.92,1,0,0,1,3,1
38,1,0,0,1,3452,0,2,1,14,768.17,49180.96,721,691.09,0,1,1,3,7,1
37,1,1,5,0,6286,1,1,2,2,98.65,73362.33,358,712.41,1,0,0,1,6,0
48,0,1,2,1,703,1,1,2,9,834.02,17629.84,801,690.05,0,1,1,3,2,1
15,0,0,1,0,6286,2,1,0,13,170.32,20071.47,376,659.05,1,0,1,0,2,1
32,1,1,0,0,6286,1,2,2,9,89.52,35535.62,387,629.18,1,0,1,2,2,1
47,0,0,2,1,6103,2,2,2,18,51.6,40410.83,800,697.35,1,0,1,3,7,1
60,0,2,1,1,1693,1,2,0,13,769.16,25716.26,350,524.528917341567,1,1,1,3,8,0
23,1,1,4,1,4881,0,2,1,13,394.14,7929.05,358,1354.0600784862345,1,0,0,1,0,0
17,1,1,2,1,1868,1,1,2,18,278.35,4674.34,354,600.28,0,1,1,4,0,1
28,1,0,0,1,1991,2,2,0,16,131.52,27244.03,351,657.67,1,0,1,4,3,1
29,0,1,2,1,6286,1,1,1,13,51.75,42418.71,800,591.19,0,1,0,1,3,1
38,0,1,0,1,1553,1,1,2,4,275.08,30913.08,358,632.71,0,1,0,1,2,1
31,0,2,1,0,6286,1,2,2,14,59.4,33178.16,387,651.06,1,0,1,2,7,1
14,0,2,1,0,6286,1,2,0,10,311.41,24802.13,391,781.65,0,1,1,4,0,0
51,1,1,0,1,1427,2,2,0,4,410.56,34582.72,354,281.8585759947672,1,0,1,3,0,1
36,0,1,2,0,6286,0,2,1,20,52.39,1221.7,376,611.86,0,1,1,3,3,1
25,1,1,2,1,6286,2,0,0,22,521.83,23609.56,387,583.99,0,1,0,1,0,1
31,0,1,5,1,1259,1,1,1,11,281.03,12437.66,355,1211.223413145019,1,0,0,1,2,1
31,0,1,2,1,3179,2,1,1,8,901.83,34576.18,374,719.02,1,1,0,1,0,1
60,0,1,0,0,6286,2,2,0,6,75.92,21833.28,357,600.34,0,1,1,3,2,1
56,1,0,0,1,5587,1,2,0,14,1160.1941441829076,13855.78,403,607.99,0,1,0,1,7,1
38,0,1,4,0,6286,2,2,2,10,161.85,94446.12,729,761.37,0,1,1,0,6,0
44,0,1,2,0,6286,2,2,2,8,333.72,43783.72,357,540.08,1,0,1,3,2,1
51,0,2,2,0,6286,1,1,1,7,73.11,31789.82,802,594.67,0,1,1,4,3,1
35,0,1,3,1,1216,0,2,0,16,273.17,90650.89,354,711.81,0,1,1,3,8,0
31,1,1,0,0,6286,0,2,2,9,47.74,33642.26,354,578.76,1,0,0,1,7,1
25,1,1,0,0,6286,2,2,0,22,337.46,41005.85,350,629.8,1,0,0,1,3,1
17,0,0,2,0,6286,2,1,0,14,435.16,47651.83,403,522.31,1,0,0,1,7,1
23,0,0,0,0,6286,0,2,1,16,159.44,11239.27,346,700.13,0,1,1,3,3,1
56,1,1,2,1,1150,1,2,2,7,113.55,15111.11,353,1093.5673377265014,1,0,1,4,2,1
45,1,0,2,1,1998,1,1,0,14,804.8,2945.7,403,581.0,1,1,0,1,0,1
12,0,2,1,1,5235,1,1,2,6,426.77,6167.36,582,732.83,1,1,1,4,5,0
31,1,1,0,0,6286,0,2,2,7,354.03,18958.5,353,977.675594205421,0,1,0,1,2,1
46,0,0,5,1,1528,2,2,2,19,38.26,28934.54,380,1149.1438890988652,0,1,1,3,2,0
33,1,0,2,0,6286,0,2,0,13,60.18,15463.63,387,665.73,0,1,0,1,7,1
48,0,1,1,0,6286,2,2,1,14,31.74,40826.92,354,705.61,0,1,1,4,7,1
63,0,0,0,1,4503,0,0,0,3,536.15,39331.4,355,339.6622387051232,0,1,1,3,3,1
41,1,2,0,1,4434,1,2,2,13,186.21,7420.35,799,673.06,1,0,0,1,7,1
14,1,2,3,0,6286,2,2,0,19,116.88,33893.6,346,1280.7205649046134,1,0,0,1,3,0
58,0,1,1,1,5797,0,2,2,9,34.32,37382.05,799,700.82,1,0,1,4,7,0
62,1,0,0,0,6286,1,1,1,11,133.91,20959.56,375,588.3,1,0,0,1,1,1
39,0,0,0,0,6286,1,1,1,22,138.83,1068.4,387,184.84245267092757,0,1,1,0,2,1
42,0,1,1,1,4803,1,1,2,8,54.68,40729.56,729,601.12,1,0,0,1,2,1
59,1,1,5,1,2038,0,2,1,24,127.9,46585.43,346,772.93,0,1,1,2,0,0
36,1,0,0,1,3871,2,1,1,12,112.06,13044.21,382,519.69,0,1,1,2,0,1
10,0,1,0,1,3730,1,1,0,16,632.13,43733.85,607,529.5,0,1,1,3,7,1
28,1,1,3,0,6286,0,2,1,15,207.21,84299.13,802,1097.111341916739,1,0,1,0,6,0
52,0,1,2,1,4177,1,1,0,24,30.31,7630.6,403,668.23,0,1,0,1,0,1
37,0,2,5,1,1130,0,2,0,12,45.97,41741.89,382,715.43,1,0,0,1,1,0
16,0,1,0,0,6286,1,2,1,7,76.11,15303.7,382,698.21,1,0,0,1,3,1
30,0,0,4,0,6286,1,2,1,21,391.39,28605.42,410,736.92,1,0,0,1,5,0
24,1,2,0,1,3861,2,1,2,13,60.12,32332.01,349,619.01,0,1,0,1,3,1
15,0,0,2,0,6286,1,0,1,22,266.72,35630.63,355,558.56,1,1,1,0,0,1
16,0,1,3,1,5461,0,1,2,19,254.61,64949.94,347,764.64,0,1,0,1,4,0
45,1,1,0,0,6286,0,0,1,12,336.85,42905.15,350,663.29,0,1,0,1,1,1
57,0,0,5,1,5956,1,0,1,10,541.74,17271.22,729,761.69,0,1,1,4,3,0
10,0,0,0,1,4139,0,2,1,8,65.83,17815.45,353,574.23,0,1,1,3,7,1
45,1,1,0,1,2995,2,1,0,17,91.68,16091.89,380,578.57,1,0,0,1,3,1
28,0,1,1,1,3640,1,0,1,6,631.84,47456.34,387,644.84,0,1,1,3,7,1
47,0,1,1,0,6286,0,1,2,13,57.65,17379.14,391,700.13,0,1,1,3,2,1
38,0,1,1,1,1951,1,2,2,14,30.68,27368.62,351,318.29070852901816,1,0,0,1,1,1
58,1,1,0,0,6286,2,2,0,10,34.43,21001.25,794,1041.0696371985573,1,0,0,1,1,1
49,1,1,2,1,1664,1,2,2,6,32.24,3358.56,802,602.59,1,0,1,4,7,1
24,0,1,1,1,1260,0,2,2,13,548.07,35128.09,355,631.98,1,0,0,1,0,1
38,0,0,2,1,4831,2,2,1,10,124.46,37357.9,801,570.95,1,0,1,4,3,1
26,0,1,1,0,6286,1,2,2,1,30.23,13877.09,802,748.1,0,1,0,1,1,0
31,0,1,2,0,6286,1,1,2,10,47.46,8803.59,349,936.690259630771,1,0,1,0,7,1
54,0,1,1,0,6286,2,1,0,12,258.71,18118.36,800,794.91,0,1,0,1,7,0
53,0,0,1,0,6286,2,2,2,10,209.35,28786.56,802,682.95,0,1,0,1,3,1
30,0,2,5,1,5388,1,1,2,10,1906.3187388936385,44438.28,350,601.18,1,0,1,4,1,1
19,0,0,2,0,6286,1,1,2,6,275.3,24756.53,347,549.13,1,0,0,1,1,1
